,query_text,QuestionId_Answer,ConstructName,SubjectName,QuestionText,correct_answer,incorrect_answer,MisconceptionID
2414,"###question###:Converting between Fractions and Decimals-Convert fractions less than 1 to terminating decimals of 2 decimal places-Tom and Katie are discussing fractions, decimals and percentages. Tom says \( \frac{11}{50}=0.11 \) Katie says \( \frac{11}{50}=22 \% \) Who is correct?
###Correct Answer###:Only Katie
###Misconcepte Incorrect answer###:D.Neither is correct",1030_D,Convert fractions less than 1 to terminating decimals of 2 decimal places,Converting between Fractions and Decimals,"Tom and Katie are discussing fractions, decimals and percentages. Tom says \( \frac{11}{50}=0.11 \) Katie says \( \frac{11}{50}=22 \% \) Who is correct?",Only Katie,Neither is correct,120.0
2415,"###question###:Written Division-Divide integers of 3 or more digits using long division-When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 735, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()
###Correct Answer###:\( 5 \)
###Misconcepte Incorrect answer###:A.\( 0 \)",1031_A,Divide integers of 3 or more digits using long division,Written Division,"When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 735, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()",\( 5 \),\( 0 \),1155.0
2416,"###question###:Written Division-Divide integers of 3 or more digits using long division-When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 735, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()
###Correct Answer###:\( 5 \)
###Misconcepte Incorrect answer###:B.\( 2 \)",1031_B,Divide integers of 3 or more digits using long division,Written Division,"When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 735, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()",\( 5 \),\( 2 \),2273.0
2417,"###question###:Written Division-Divide integers of 3 or more digits using long division-When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 735, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()
###Correct Answer###:\( 5 \)
###Misconcepte Incorrect answer###:C.\( 1 \)",1031_C,Divide integers of 3 or more digits using long division,Written Division,"When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 735, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()",\( 5 \),\( 1 \),1155.0
2418,"###question###:BIDMAS-Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division-\( 5+4 \times 3= \)
###Correct Answer###:\( 17 \)
###Misconcepte Incorrect answer###:A.\( 27 \)",1032_A,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,\( 5+4 \times 3= \),\( 17 \),\( 27 \),1507.0
2419,"###question###:BIDMAS-Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division-\( 5+4 \times 3= \)
###Correct Answer###:\( 17 \)
###Misconcepte Incorrect answer###:C.\( 60 \)",1032_C,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,\( 5+4 \times 3= \),\( 17 \),\( 60 \),2326.0
2420,"###question###:Simultaneous Equations-Solve basic introduction simultaneous equation problems, often involving shapes and symbols-Chris orders \( 3 \) cups of tea and a cake, and his bill comes to £3.10

Amy orders \( 5 \) cups of tea and a cake, and her bill comes to \( £ 4.50 \).
How much does one cup of tea cost?
###Correct Answer###:\( 70 p \)
###Misconcepte Incorrect answer###:B.\( 90 p \)",1033_B,"Solve basic introduction simultaneous equation problems, often involving shapes and symbols",Simultaneous Equations,"Chris orders \( 3 \) cups of tea and a cake, and his bill comes to £3.10

Amy orders \( 5 \) cups of tea and a cake, and her bill comes to \( £ 4.50 \).
How much does one cup of tea cost?",\( 70 p \),\( 90 p \),1266.0
2421,"###question###:Simultaneous Equations-Solve basic introduction simultaneous equation problems, often involving shapes and symbols-Chris orders \( 3 \) cups of tea and a cake, and his bill comes to £3.10

Amy orders \( 5 \) cups of tea and a cake, and her bill comes to \( £ 4.50 \).
How much does one cup of tea cost?
###Correct Answer###:\( 70 p \)
###Misconcepte Incorrect answer###:C.E1",1033_C,"Solve basic introduction simultaneous equation problems, often involving shapes and symbols",Simultaneous Equations,"Chris orders \( 3 \) cups of tea and a cake, and his bill comes to £3.10

Amy orders \( 5 \) cups of tea and a cake, and her bill comes to \( £ 4.50 \).
How much does one cup of tea cost?",\( 70 p \),E1,512.0
2422,"###question###:Simultaneous Equations-Solve basic introduction simultaneous equation problems, often involving shapes and symbols-Chris orders \( 3 \) cups of tea and a cake, and his bill comes to £3.10

Amy orders \( 5 \) cups of tea and a cake, and her bill comes to \( £ 4.50 \).
How much does one cup of tea cost?
###Correct Answer###:\( 70 p \)
###Misconcepte Incorrect answer###:D.\( £ 1.40 \)",1033_D,"Solve basic introduction simultaneous equation problems, often involving shapes and symbols",Simultaneous Equations,"Chris orders \( 3 \) cups of tea and a cake, and his bill comes to £3.10

Amy orders \( 5 \) cups of tea and a cake, and her bill comes to \( £ 4.50 \).
How much does one cup of tea cost?",\( 70 p \),\( £ 1.40 \),1417.0
2423,"###question###:Estimation-Place or identify the location of an integer between 100 and 1000 on a number line-Which number line shows a good estimate for the position of the number shown?
###Correct Answer###:![A number line from 1000 to 2000 with the value 1250 correctly labelled, with an arrow, between 1000 and the midpoint]()
###Misconcepte Incorrect answer###:A.![A number line from 0 to 10000 with the value 857 incorrectly labelled, with an arrow, between the midpoint and 10000]()",1034_A,Place or identify the location of an integer between 100 and 1000 on a number line,Estimation,Which number line shows a good estimate for the position of the number shown?,"![A number line from 1000 to 2000 with the value 1250 correctly labelled, with an arrow, between 1000 and the midpoint]()","![A number line from 0 to 10000 with the value 857 incorrectly labelled, with an arrow, between the midpoint and 10000]()",1957.0
2424,"###question###:Expanding Single Brackets-Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression-Expand:
\(
-(2-3 p)
\)
###Correct Answer###:\( -2+3 p \)
###Misconcepte Incorrect answer###:A.\( 2-3 p \)",1035_A,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,"Expand:
\(
-(2-3 p)
\)",\( -2+3 p \),\( 2-3 p \),583.0
2425,"###question###:Expanding Single Brackets-Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression-Expand:
\(
-(2-3 p)
\)
###Correct Answer###:\( -2+3 p \)
###Misconcepte Incorrect answer###:B.\( -2-3 p \)",1035_B,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,"Expand:
\(
-(2-3 p)
\)",\( -2+3 p \),\( -2-3 p \),1597.0
2426,"###question###:Expanding Single Brackets-Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression-Expand:
\(
-(2-3 p)
\)
###Correct Answer###:\( -2+3 p \)
###Misconcepte Incorrect answer###:C.\( 2+3 p \)",1035_C,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,"Expand:
\(
-(2-3 p)
\)",\( -2+3 p \),\( 2+3 p \),1911.0
2427,"###question###:Volume of Prisms-Calculate the volume of a triangular-based prism when the dimensions are given in the same units-Which of the three marked lengths is not needed when calculating the volume of this shape? ![A triangular prism with length 6cm. The triangular face is a right-angled triangle with base 4cm, height 3cm and longest edge 5cm. ]()
###Correct Answer###:\( 5 \mathrm{~cm} \)
###Misconcepte Incorrect answer###:A.\( 3 \mathrm{~cm} \)",1036_A,Calculate the volume of a triangular-based prism when the dimensions are given in the same units,Volume of Prisms,"Which of the three marked lengths is not needed when calculating the volume of this shape? ![A triangular prism with length 6cm. The triangular face is a right-angled triangle with base 4cm, height 3cm and longest edge 5cm. ]()",\( 5 \mathrm{~cm} \),\( 3 \mathrm{~cm} \),590.0
2428,"###question###:Volume of Prisms-Calculate the volume of a triangular-based prism when the dimensions are given in the same units-Which of the three marked lengths is not needed when calculating the volume of this shape? ![A triangular prism with length 6cm. The triangular face is a right-angled triangle with base 4cm, height 3cm and longest edge 5cm. ]()
###Correct Answer###:\( 5 \mathrm{~cm} \)
###Misconcepte Incorrect answer###:B.\( 4 \mathrm{~cm} \)",1036_B,Calculate the volume of a triangular-based prism when the dimensions are given in the same units,Volume of Prisms,"Which of the three marked lengths is not needed when calculating the volume of this shape? ![A triangular prism with length 6cm. The triangular face is a right-angled triangle with base 4cm, height 3cm and longest edge 5cm. ]()",\( 5 \mathrm{~cm} \),\( 4 \mathrm{~cm} \),590.0
2429,"###question###:Volume of Prisms-Calculate the volume of a triangular-based prism when the dimensions are given in the same units-Which of the three marked lengths is not needed when calculating the volume of this shape? ![A triangular prism with length 6cm. The triangular face is a right-angled triangle with base 4cm, height 3cm and longest edge 5cm. ]()
###Correct Answer###:\( 5 \mathrm{~cm} \)
###Misconcepte Incorrect answer###:D.\( 6 \mathrm{~cm} \)",1036_D,Calculate the volume of a triangular-based prism when the dimensions are given in the same units,Volume of Prisms,"Which of the three marked lengths is not needed when calculating the volume of this shape? ![A triangular prism with length 6cm. The triangular face is a right-angled triangle with base 4cm, height 3cm and longest edge 5cm. ]()",\( 5 \mathrm{~cm} \),\( 6 \mathrm{~cm} \),554.0
2430,"###question###:Percentages of an Amount-Calculate percentage of an amount mentally where the percent is an integer-What is \( 4 \% \) of \( 200 ? \)
###Correct Answer###:\( 8 \)
###Misconcepte Incorrect answer###:A.\( 4 \)",1037_A,Calculate percentage of an amount mentally where the percent is an integer,Percentages of an Amount,What is \( 4 \% \) of \( 200 ? \),\( 8 \),\( 4 \),2138.0
2431,"###question###:Percentages of an Amount-Calculate percentage of an amount mentally where the percent is an integer-What is \( 4 \% \) of \( 200 ? \)
###Correct Answer###:\( 8 \)
###Misconcepte Incorrect answer###:B.\( 204 \)",1037_B,Calculate percentage of an amount mentally where the percent is an integer,Percentages of an Amount,What is \( 4 \% \) of \( 200 ? \),\( 8 \),\( 204 \),2206.0
2432,"###question###:Percentages of an Amount-Calculate percentage of an amount mentally where the percent is an integer-What is \( 4 \% \) of \( 200 ? \)
###Correct Answer###:\( 8 \)
###Misconcepte Incorrect answer###:C.\( 80 \)",1037_C,Calculate percentage of an amount mentally where the percent is an integer,Percentages of an Amount,What is \( 4 \% \) of \( 200 ? \),\( 8 \),\( 80 \),1070.0
2433,"###question###:Time-Convert from weeks to hours-Which one of the following calculations would work out the number of hours in \( 10 \) weeks?
###Correct Answer###:\( 10 \times 7 \times 24 \)
###Misconcepte Incorrect answer###:A.\( 10 \times 5 \times 24 \)",1038_A,Convert from weeks to hours,Time,Which one of the following calculations would work out the number of hours in \( 10 \) weeks?,\( 10 \times 7 \times 24 \),\( 10 \times 5 \times 24 \),950.0
2434,"###question###:Time-Convert from weeks to hours-Which one of the following calculations would work out the number of hours in \( 10 \) weeks?
###Correct Answer###:\( 10 \times 7 \times 24 \)
###Misconcepte Incorrect answer###:C.\( 10 \times 24 \)",1038_C,Convert from weeks to hours,Time,Which one of the following calculations would work out the number of hours in \( 10 \) weeks?,\( 10 \times 7 \times 24 \),\( 10 \times 24 \),1179.0
2435,"###question###:Time-Convert from weeks to hours-Which one of the following calculations would work out the number of hours in \( 10 \) weeks?
###Correct Answer###:\( 10 \times 7 \times 24 \)
###Misconcepte Incorrect answer###:D.\( 10 \times 7 \times 12 \)",1038_D,Convert from weeks to hours,Time,Which one of the following calculations would work out the number of hours in \( 10 \) weeks?,\( 10 \times 7 \times 24 \),\( 10 \times 7 \times 12 \),443.0
2436,"###question###:Naming Co-ordinates in 2D-Can calculate missing coordinates in a geometric shape-Here are \( 3 \) vertices of a rectangle:
\((-6,-2),(-3,2),(0,0) \text {, }\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?
###Correct Answer###:\( (-3,-4) \)
###Misconcepte Incorrect answer###:A.\( (-6,-4) \)",1039_A,Can calculate missing coordinates in a geometric shape,Naming Co-ordinates in 2D,"Here are \( 3 \) vertices of a rectangle:
\((-6,-2),(-3,2),(0,0) \text {, }\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?","\( (-3,-4) \)","\( (-6,-4) \)",110.0
2437,"###question###:Naming Co-ordinates in 2D-Can calculate missing coordinates in a geometric shape-Here are \( 3 \) vertices of a rectangle:
\((-6,-2),(-3,2),(0,0) \text {, }\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?
###Correct Answer###:\( (-3,-4) \)
###Misconcepte Incorrect answer###:B.\( (-3,-2) \)",1039_B,Can calculate missing coordinates in a geometric shape,Naming Co-ordinates in 2D,"Here are \( 3 \) vertices of a rectangle:
\((-6,-2),(-3,2),(0,0) \text {, }\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?","\( (-3,-4) \)","\( (-3,-2) \)",2464.0
2438,"###question###:Naming Co-ordinates in 2D-Can calculate missing coordinates in a geometric shape-Here are \( 3 \) vertices of a rectangle:
\((-6,-2),(-3,2),(0,0) \text {, }\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?
###Correct Answer###:\( (-3,-4) \)
###Misconcepte Incorrect answer###:D.\( (-2,-3) \)",1039_D,Can calculate missing coordinates in a geometric shape,Naming Co-ordinates in 2D,"Here are \( 3 \) vertices of a rectangle:
\((-6,-2),(-3,2),(0,0) \text {, }\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?","\( (-3,-4) \)","\( (-2,-3) \)",110.0
2439,"###question###:Simplifying Algebraic Fractions-Simplify an algebraic fraction by factorising the numerator-Simplify the following if possible: \( \frac{6+9 m}{3} \)
###Correct Answer###:\( 2+3 m \)
###Misconcepte Incorrect answer###:B.\( 6+3 m \)",1040_B,Simplify an algebraic fraction by factorising the numerator,Simplifying Algebraic Fractions,Simplify the following if possible: \( \frac{6+9 m}{3} \),\( 2+3 m \),\( 6+3 m \),363.0
2440,"###question###:Simplifying Algebraic Fractions-Simplify an algebraic fraction by factorising the numerator-Simplify the following if possible: \( \frac{6+9 m}{3} \)
###Correct Answer###:\( 2+3 m \)
###Misconcepte Incorrect answer###:C.\( 2+9 m \)",1040_C,Simplify an algebraic fraction by factorising the numerator,Simplifying Algebraic Fractions,Simplify the following if possible: \( \frac{6+9 m}{3} \),\( 2+3 m \),\( 2+9 m \),363.0
2441,"###question###:Simplifying Algebraic Fractions-Simplify an algebraic fraction by factorising the numerator-Simplify the following if possible: \( \frac{6+9 m}{3} \)
###Correct Answer###:\( 2+3 m \)
###Misconcepte Incorrect answer###:D.None of the options",1040_D,Simplify an algebraic fraction by factorising the numerator,Simplifying Algebraic Fractions,Simplify the following if possible: \( \frac{6+9 m}{3} \),\( 2+3 m \),None of the options,1540.0
2442,"###question###:Time-Convert from seconds to hours-How many hours is \( 3600 \) seconds?
###Correct Answer###:\( 1 \)
###Misconcepte Incorrect answer###:A.\( 60 \)",1041_A,Convert from seconds to hours,Time,How many hours is \( 3600 \) seconds?,\( 1 \),\( 60 \),2149.0
2443,"###question###:Time-Convert from seconds to hours-How many hours is \( 3600 \) seconds?
###Correct Answer###:\( 1 \)
###Misconcepte Incorrect answer###:B.\( 36 \)",1041_B,Convert from seconds to hours,Time,How many hours is \( 3600 \) seconds?,\( 1 \),\( 36 \),1718.0
2444,"###question###:Time-Convert from seconds to hours-How many hours is \( 3600 \) seconds?
###Correct Answer###:\( 1 \)
###Misconcepte Incorrect answer###:C.\( 3.6 \)",1041_C,Convert from seconds to hours,Time,How many hours is \( 3600 \) seconds?,\( 1 \),\( 3.6 \),508.0
2445,"###question###:Quadratic Equations-Solve quadratic equations using factorisation in the form (px + a)(qx + b) -Tom and Katie are discussing how to solve this quadratic equation:
\(
(5 x+2)(2 x-5)=0
\)

Tom says one solution is: \( x=\frac{2}{5} \)

Katie says one solution is: \( x=-\frac{5}{2} \)

Who is correct?
###Correct Answer###:Neither is correct
###Misconcepte Incorrect answer###:A.Only
Tom",1042_A,Solve quadratic equations using factorisation in the form (px + a)(qx + b) ,Quadratic Equations,"Tom and Katie are discussing how to solve this quadratic equation:
\(
(5 x+2)(2 x-5)=0
\)

Tom says one solution is: \( x=\frac{2}{5} \)

Katie says one solution is: \( x=-\frac{5}{2} \)

Who is correct?",Neither is correct,"Only
Tom",783.0
2446,"###question###:Quadratic Equations-Solve quadratic equations using factorisation in the form (px + a)(qx + b) -Tom and Katie are discussing how to solve this quadratic equation:
\(
(5 x+2)(2 x-5)=0
\)

Tom says one solution is: \( x=\frac{2}{5} \)

Katie says one solution is: \( x=-\frac{5}{2} \)

Who is correct?
###Correct Answer###:Neither is correct
###Misconcepte Incorrect answer###:C.Both Tom and Katie",1042_C,Solve quadratic equations using factorisation in the form (px + a)(qx + b) ,Quadratic Equations,"Tom and Katie are discussing how to solve this quadratic equation:
\(
(5 x+2)(2 x-5)=0
\)

Tom says one solution is: \( x=\frac{2}{5} \)

Katie says one solution is: \( x=-\frac{5}{2} \)

Who is correct?",Neither is correct,Both Tom and Katie,471.0
2447,"###question###:Ordering Fractions-Use inequality notation to order fractions with the same numerators-Which signs belong in the boxes to make the statement correct?
\(
\frac{1}{5} \;\square\; \frac{1}{6}\; \square \;\frac{1}{3}
\)
###Correct Answer###:\( >< \)
###Misconcepte Incorrect answer###:D.\( <> \)",1043_D,Use inequality notation to order fractions with the same numerators,Ordering Fractions,"Which signs belong in the boxes to make the statement correct?
\(
\frac{1}{5} \;\square\; \frac{1}{6}\; \square \;\frac{1}{3}
\)",\( >< \),\( <> \),2030.0
2448,"###question###:Angles in Polygons-Work out the sum of the interior angles in polygons-What do all the interior angles of this shape add up to? ![Irregular hexagon]()
###Correct Answer###:\( 720^{\degree} \)
###Misconcepte Incorrect answer###:A.\( 360^{\degree} \)",1044_A,Work out the sum of the interior angles in polygons,Angles in Polygons,What do all the interior angles of this shape add up to? ![Irregular hexagon](),\( 720^{\degree} \),\( 360^{\degree} \),28.0
2449,"###question###:Angles in Polygons-Work out the sum of the interior angles in polygons-What do all the interior angles of this shape add up to? ![Irregular hexagon]()
###Correct Answer###:\( 720^{\degree} \)
###Misconcepte Incorrect answer###:B.\( 540^{\degree} \)",1044_B,Work out the sum of the interior angles in polygons,Angles in Polygons,What do all the interior angles of this shape add up to? ![Irregular hexagon](),\( 720^{\degree} \),\( 540^{\degree} \),2341.0
2450,"###question###:Angles in Polygons-Work out the sum of the interior angles in polygons-What do all the interior angles of this shape add up to? ![Irregular hexagon]()
###Correct Answer###:\( 720^{\degree} \)
###Misconcepte Incorrect answer###:D.Not enough information to work it out",1044_D,Work out the sum of the interior angles in polygons,Angles in Polygons,What do all the interior angles of this shape add up to? ![Irregular hexagon](),\( 720^{\degree} \),Not enough information to work it out,464.0
2451,"###question###:Right-angled Triangles (SOHCAHTOA)-Identify questions involving a 2D right-angled triangle that require the use of the Cosine (cos) ratio-Which ratio would you use to find the value of \( \theta \) ? ![A right angled triangle with the longest side labelled 10cm. The base of the triangle is 6cm. The angle made between the 6cm and 10cm sides is labelled as θ.]()
###Correct Answer###:Cos
###Misconcepte Incorrect answer###:A.Sin",1045_A,Identify questions involving a 2D right-angled triangle that require the use of the Cosine (cos) ratio,Right-angled Triangles (SOHCAHTOA),Which ratio would you use to find the value of \( \theta \) ? ![A right angled triangle with the longest side labelled 10cm. The base of the triangle is 6cm. The angle made between the 6cm and 10cm sides is labelled as θ.](),Cos,Sin,1738.0
2452,"###question###:Right-angled Triangles (SOHCAHTOA)-Identify questions involving a 2D right-angled triangle that require the use of the Cosine (cos) ratio-Which ratio would you use to find the value of \( \theta \) ? ![A right angled triangle with the longest side labelled 10cm. The base of the triangle is 6cm. The angle made between the 6cm and 10cm sides is labelled as θ.]()
###Correct Answer###:Cos
###Misconcepte Incorrect answer###:C.Tan",1045_C,Identify questions involving a 2D right-angled triangle that require the use of the Cosine (cos) ratio,Right-angled Triangles (SOHCAHTOA),Which ratio would you use to find the value of \( \theta \) ? ![A right angled triangle with the longest side labelled 10cm. The base of the triangle is 6cm. The angle made between the 6cm and 10cm sides is labelled as θ.](),Cos,Tan,501.0
2453,"###question###:Right-angled Triangles (SOHCAHTOA)-Identify questions involving a 2D right-angled triangle that require the use of the Cosine (cos) ratio-Which ratio would you use to find the value of \( \theta \) ? ![A right angled triangle with the longest side labelled 10cm. The base of the triangle is 6cm. The angle made between the 6cm and 10cm sides is labelled as θ.]()
###Correct Answer###:Cos
###Misconcepte Incorrect answer###:D.None of these",1045_D,Identify questions involving a 2D right-angled triangle that require the use of the Cosine (cos) ratio,Right-angled Triangles (SOHCAHTOA),Which ratio would you use to find the value of \( \theta \) ? ![A right angled triangle with the longest side labelled 10cm. The base of the triangle is 6cm. The angle made between the 6cm and 10cm sides is labelled as θ.](),Cos,None of these,1450.0
2454,"###question###:Trial and Improvement and Iterative Methods-Carry out the first stage in an iteration solution-\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the value of \( x_{2} \) ?

###Correct Answer###:\( 4.5 \)
###Misconcepte Incorrect answer###:A.\( 2 \)",1046_A,Carry out the first stage in an iteration solution,Trial and Improvement and Iterative Methods,"\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the value of \( x_{2} \) ?
",\( 4.5 \),\( 2 \),1394.0
2455,"###question###:Trial and Improvement and Iterative Methods-Carry out the first stage in an iteration solution-\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the value of \( x_{2} \) ?

###Correct Answer###:\( 4.5 \)
###Misconcepte Incorrect answer###:C.\( 4.7777 \ldots \)",1046_C,Carry out the first stage in an iteration solution,Trial and Improvement and Iterative Methods,"\(
x_{n+1}=5-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=2 \), what is the value of \( x_{2} \) ?
",\( 4.5 \),\( 4.7777 \ldots \),1631.0
2456,"###question###:Gradient as change in y over change in x-Given a line segment, calculate the gradient where the gradient is a positive integer-What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the points (0,0) and (1,2)]()
###Correct Answer###:\( 2 \)
###Misconcepte Incorrect answer###:A.\( 0 \)",1047_A,"Given a line segment, calculate the gradient where the gradient is a positive integer",Gradient as change in y over change in x,"What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the points (0,0) and (1,2)]()",\( 2 \),\( 0 \),2500.0
2457,"###question###:Gradient as change in y over change in x-Given a line segment, calculate the gradient where the gradient is a positive integer-What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the points (0,0) and (1,2)]()
###Correct Answer###:\( 2 \)
###Misconcepte Incorrect answer###:B.\( 2 x \)",1047_B,"Given a line segment, calculate the gradient where the gradient is a positive integer",Gradient as change in y over change in x,"What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the points (0,0) and (1,2)]()",\( 2 \),\( 2 x \),2127.0
2458,"###question###:Expanding Single Brackets-Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression-Expand:
\[
-(1-2 p)
\]
###Correct Answer###:\( -1+2 p \)
###Misconcepte Incorrect answer###:B.\( -1-2 p \)",1048_B,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,"Expand:
\[
-(1-2 p)
\]",\( -1+2 p \),\( -1-2 p \),220.0
2459,"###question###:Expanding Single Brackets-Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression-Expand:
\[
-(1-2 p)
\]
###Correct Answer###:\( -1+2 p \)
###Misconcepte Incorrect answer###:C.\( 1+2 p \)",1048_C,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,"Expand:
\[
-(1-2 p)
\]",\( -1+2 p \),\( 1+2 p \),1911.0
2460,"###question###:Expanding Single Brackets-Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression-Expand:
\[
-(1-2 p)
\]
###Correct Answer###:\( -1+2 p \)
###Misconcepte Incorrect answer###:D.\( 1-2 p \)",1048_D,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,"Expand:
\[
-(1-2 p)
\]",\( -1+2 p \),\( 1-2 p \),583.0
2461,"###question###:Expanding Triple Brackets and more-Expand products of three binomials in the form (x + a)(x + b)(x + c)-When Aneesa expands these brackets, how many terms should she get after she simplifies? \( (p+3)(p+4)(p+5) \)
###Correct Answer###:\( 4 \)
###Misconcepte Incorrect answer###:A.\( 3 \)",1049_A,Expand products of three binomials in the form (x + a)(x + b)(x + c),Expanding Triple Brackets and more,"When Aneesa expands these brackets, how many terms should she get after she simplifies? \( (p+3)(p+4)(p+5) \)",\( 4 \),\( 3 \),2585.0
2462,"###question###:Factorising into a Single Bracket-Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6)-Factorise fully \( 18 a-12 \)
###Correct Answer###:\( 6(3 a-2) \)
###Misconcepte Incorrect answer###:A.\( 2(9 a-6) \)",1050_A,Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6),Factorising into a Single Bracket,Factorise fully \( 18 a-12 \),\( 6(3 a-2) \),\( 2(9 a-6) \),1262.0
2463,"###question###:Factorising into a Single Bracket-Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6)-Factorise fully \( 18 a-12 \)
###Correct Answer###:\( 6(3 a-2) \)
###Misconcepte Incorrect answer###:B.\( 18(a-6) \)",1050_B,Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6),Factorising into a Single Bracket,Factorise fully \( 18 a-12 \),\( 6(3 a-2) \),\( 18(a-6) \),1666.0
2464,"###question###:Estimation-Round numbers to an appropriate degree to estimate the answer to a calculation-When estimating the answer to a complicated problem involving \( 0.0584 \), you should instead use...
###Correct Answer###:\( 0.06 \)
###Misconcepte Incorrect answer###:A.\( 0 \)",1051_A,Round numbers to an appropriate degree to estimate the answer to a calculation,Estimation,"When estimating the answer to a complicated problem involving \( 0.0584 \), you should instead use...",\( 0.06 \),\( 0 \),1876.0
2465,"###question###:Estimation-Round numbers to an appropriate degree to estimate the answer to a calculation-When estimating the answer to a complicated problem involving \( 0.0584 \), you should instead use...
###Correct Answer###:\( 0.06 \)
###Misconcepte Incorrect answer###:B.\( 0.05 \)",1051_B,Round numbers to an appropriate degree to estimate the answer to a calculation,Estimation,"When estimating the answer to a complicated problem involving \( 0.0584 \), you should instead use...",\( 0.06 \),\( 0.05 \),1379.0
2466,"###question###:Estimation-Round numbers to an appropriate degree to estimate the answer to a calculation-When estimating the answer to a complicated problem involving \( 0.0584 \), you should instead use...
###Correct Answer###:\( 0.06 \)
###Misconcepte Incorrect answer###:C.\( 0.058 \)",1051_C,Round numbers to an appropriate degree to estimate the answer to a calculation,Estimation,"When estimating the answer to a complicated problem involving \( 0.0584 \), you should instead use...",\( 0.06 \),\( 0.058 \),1809.0
2467,"###question###:Other Sequences-Continue a sequence involving triangle numbers-Here are two consecutive triangle numbers: \( 120,136, \ldots \) What is the next triangle number in the sequence?
###Correct Answer###:\( 153 \)
###Misconcepte Incorrect answer###:B.\( 256 \)",1052_B,Continue a sequence involving triangle numbers,Other Sequences,"Here are two consecutive triangle numbers: \( 120,136, \ldots \) What is the next triangle number in the sequence?",\( 153 \),\( 256 \),1410.0
